cod_produto,cod_categoria,ean,nome_produto,setor_gerenciado,setor_produto,sub_categoria,segmento,sub_segmento,fabricante,fabricante_varejista,marca,marca_verejista,marca_res,marca_detalhada,atributo,embalagem,unid_medida,tamanho_produto,tamanho_medida,tamanho_range,se_oferta,qtd_itens,dcr_oferta,desc_a,desc_b,desc_c,desc_d,desc_e,desc_f,desc_g,desc_h
5494,7,5494,OUTROS,,,OUTROS,OUTROS,OUTROS,OUTROS,T. O FABRICANTES,OUTROS,T. O MARCAS,,,,,,,,NAO IDENTIFICADO,,,,PRODUTO NIELSEN,,,,,,,
88596,7,88596,ODORIZ AMB GLADE TOQ FRESC RF 12ML LEMB INFANCIA,,LEMBRANCAS DE INFANC,FUNCIONAL,CLICK SPRAY,REFIL,SC JOHNSON,T. O FABRICANTES,GLADE,T. O MARCAS,GLADE,GLADE CLICK SPRAY,LEMBRANCA DE INFANCIA,,ML,12.0,12ML,ATE 120ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
112887,7,112887,PURIFIC BOM-AR FRESHMATIC 250ML RF- LAVANDA,,LAVANDA,SENSORIAL,AUTOMATICO,REFIL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR AUTOMATICO,LAVANDA,AEROSOL,ML,250.0,250ML,DE 120ML A 250ML,NORMAL,1.0,REGULAR,,,REGULAR,REGULAR,"Acima R$ 22,01",,BEST,
144774,7,144774,PURIF AMB GLADE AUTOM AP 269ML -AER LAV&VANILL,,LAVANDA,SENSORIAL,AUTOMATICO,NORMAL,SC JOHNSON,T. O FABRICANTES,GLADE,T. O MARCAS,GLADE,GLADE AUTOMATICO,LAVANDA,,ML,269.0,269ML,DE 250ML A 500ML,NORMAL,1.0,REGULAR,,,,,"R$ 12,01 à R$ 17,00",,BETTER,
195946,7,195946,PURIF BOM-AR FRESHMATIC 250ML AP+RF TOQ ALGODAO,,TOQUE DE ALGODAO,SENSORIAL,AUTOMATICO,NORMAL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR AUTOMATICO,,AEROSOL,ML,250.0,250ML,DE 120ML A 250ML,NORMAL,1.0,REGULAR,,,REGULAR,REGULAR,"Acima R$ 22,01",,BEST,
38864277832,7,38864277832,GREEN LEAF SEA SACHE IMP 90ML 0038864277832,,SEASPRAY,FUNCIONAL,SACHE,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,GREEN LEAF,T. O MARCAS,GREEN LEAF,GREEN LEAF SACHE,,,ML,90.0,90ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048202557,,,,,,
38864283338,7,38864283338,GREEN LEAF TULIPS SACHE 20G IMP 0038864283338,,TULIPA,FUNCIONAL,SACHE,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,GREEN LEAF,T. O MARCAS,GREEN LEAF,GREEN LEAF SACHE,,,G,20.0,20G,ATE 120G,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048499555,,,,,,
38864283352,7,38864283352,GREEN LEAF TULIPS SACHE 16G IMP 0038864283352,,TULIPA,FUNCIONAL,SACHE,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,GREEN LEAF,T. O MARCAS,GREEN LEAF,GREEN LEAF SACHE,,,G,16.0,16G,ATE 120G,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048230009,,,,,,
38864291746,7,38864291746,GREEN LEAF APPLE SPICE & CINNAMON SACHET 115ML IMP 0038864291746,,MAÇA E CANELA,FUNCIONAL,SACHE,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,GREEN LEAF,T. O MARCAS,GREEN LEAF,GREEN LEAF SACHE,,,ML,115.0,115ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000049018902,,,,,,
38864292736,7,38864292736,GREEN LEAF LAVANDER SACHE IMP 115ML 0038864292736,,LAVANDA,FUNCIONAL,SACHE,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,GREEN LEAF,T. O MARCAS,GREEN LEAF,GREEN LEAF SACHE,,,ML,115.0,115ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048286777,,,,,,
38864293054,7,38864293054,GREEN LEAF VANILLA SACHE 90ML IMP 0038864293054,,BAUNILHA,FUNCIONAL,SACHE,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,GREEN LEAF,T. O MARCAS,GREEN LEAF,GREEN LEAF SACHE,,,ML,90.0,90ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000049089359,,,,,,
46500710162,7,46500710162,GLADE FRAGRANCE COLLECTION JASMINE & WILD ORCHID 48 ML IMP 0046500710162,,JASMIM E ORQUIDEA,SENSORIAL,DIFUSOR,NORMAL,SC JOHNSON,T. O FABRICANTES,GLADE,T. O MARCAS,GLADE,GLADE DIFUSOR,,,ML,48.0,48ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048136305,,,"R$ 12,01 à R$ 17,00",,BETTER,
609032441456,7,609032441456,YANKEE VELA AROMAT CINNAMOM STICK REFIL 49G IMP 0609032441456,,CINNAMOM STICK,SENSORIAL,VELA,REFIL,YANKEE CANDLE,T. O FABRICANTES,YANKEE,T. O MARCAS,YANKEE,YANKEE VELA,,,G,49.0,49G,ATE 120G,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000048059554,,,"Até R$ 7,00",,GOOD,
705632956373,7,705632956373,ONA MAGNOLIA VERDE BAMBOO 100ML 0705632956373,,BAMBU,SENSORIAL,DIFUSOR,NORMAL,ONA INSPIRA BIENESTAR,T. O FABRICANTES,ONA,T. O MARCAS,ONA,ONA DIFUSOR,,,ML,100.0,100ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000088718138,,,"Acima R$ 22,01",,BEST,
705632956380,7,705632956380,ONA IRIS HOWER ORANGE 100ML 0705632956380,,HOWER ORANGE,SENSORIAL,DIFUSOR,NORMAL,ONA INSPIRA BIENESTAR,T. O FABRICANTES,ONA,T. O MARCAS,ONA,ONA DIFUSOR,,,ML,100.0,100ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000089542773,,,"Acima R$ 22,01",,BEST,
705632956397,7,705632956397,ONA FRUTAS DOCES 120ML 0705632956397,,FRUTAS DOCES,SENSORIAL,DIFUSOR,NORMAL,ONA INSPIRA BIENESTAR,T. O FABRICANTES,ONA,T. O MARCAS,ONA,ONA DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000089546547,,,"Acima R$ 22,01",,BEST,
751320677327,7,751320677327,BIG APPLE BLACK SACHET S/PESO 0751320677327,,BLACK,FUNCIONAL,SACHE,NORMAL,AROMABLU IND E COM DE AROMATIZ,T. O FABRICANTES,BIG APPLE,T. O MARCAS,BIG APPLE,BIG APPLE SACHE,,,,,,NAO IDENTIFICADO,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000078929443,,,"R$ 7,01 à R$ 12,00",,BETTER,
751320677334,7,751320677334,BIG APPLE CARRO NOVO SACHET S/PESO 0751320677334,,CARRO NOVO,FUNCIONAL,SACHE,NORMAL,AROMABLU IND E COM DE AROMATIZ,T. O FABRICANTES,BIG APPLE,T. O MARCAS,BIG APPLE,BIG APPLE SACHE,,,,,,NAO IDENTIFICADO,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000078929474,,,"R$ 7,01 à R$ 12,00",,BETTER,
751320677358,7,751320677358,BIG APPLE MACA E CANELA SACHET S/PESO 0751320677358,,CANELA,FUNCIONAL,SACHE,NORMAL,AROMABLU IND E COM DE AROMATIZ,T. O FABRICANTES,BIG APPLE,T. O MARCAS,BIG APPLE,BIG APPLE SACHE,,,,,,NAO IDENTIFICADO,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000078929511,,,"R$ 7,01 à R$ 12,00",,BETTER,
751320677389,7,751320677389,BIG APPLE CRAVO E CANELA SACHET S/PESO 0751320677389,,CRAVO E CANELA,FUNCIONAL,SACHE,REFIL,AROMABLU IND E COM DE AROMATIZ,T. O FABRICANTES,BIG APPLE,T. O MARCAS,BIG APPLE,BIG APPLE SACHE,,,,,,NAO IDENTIFICADO,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000078929565,,,"R$ 7,01 à R$ 12,00",,BETTER,
751320677396,7,751320677396,BIG APPLE PINA COLADA SACHET S/PESO 0751320677396,,PINA COLADA,FUNCIONAL,SACHE,REFIL,AROMABLU IND E COM DE AROMATIZ,T. O FABRICANTES,BIG APPLE,T. O MARCAS,BIG APPLE,BIG APPLE SACHE,,,,,,NAO IDENTIFICADO,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000054991168,,,"R$ 7,01 à R$ 12,00",,BETTER,
789465001462,7,789465001462,GLADE TOQUE FRESCOR MAHA DO CAMPO AERO RF 12ML 0789465001462,,MANHA DO CAMPO,FUNCIONAL,AEROSOL,REFIL,SC JOHNSON,T. O FABRICANTES,GLADE,T. O MARCAS,GLADE,GLADE AEROSOL,,,ML,12.0,12ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048496409,,,"R$ 12,01 à R$ 17,00",,BETTER,
789465003770,7,789465003770,OE GLADE TOQUE DE FRESCOR LAV RF 12ML 2C/50% DESC NO 2REF 0789465003770,,LAVANDA,FUNCIONAL,CLICK SPRAY,REFIL,SC JOHNSON,T. O FABRICANTES,GLADE,T. O MARCAS,GLADE,GLADE CLICK SPRAY,,,ML,12.0,12ML,ATE 120ML,,2.0,PROMOCIONAL,PRODUTO NIELSEN,P000000000002015449000000000000048875240,,,"R$ 12,01 à R$ 17,00",,BETTER,
3616180758890,7,3616180758890,VASO P DIFUSOR D CHEIRO CRFH HO205167 BC,,CRAVO,SENSORIAL,DIFUSOR,NORMAL,CARREFOUR,T. O FABRICANTES,CARREFOUR,T. O MARCAS,CARREFOUR,CARREFOUR DIFUSOR,,,,,,NAO IDENTIFICADO,,1.0,REGULAR,,,,,,,,
5690350051255,7,5690350051255,BOTANICA VELA REF 1UN IMP 5690350051255,,BAUNILHA,SENSORIAL,VELA,NORMAL,OUTRO FABRICANTE,T. O FABRICANTES,BOTANICA,T. O MARCAS,BOTANICA,BOTANICA VELA,,,G,95.0,95G,ATE 120G,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048040379,,,"R$ 12,01 à R$ 17,00",,BETTER,
5690350051286,7,5690350051286,BOTANICA VELA REF 1UN IMP 5690350051286,,VANILLA,SENSORIAL,VELA,NORMAL,BR HOME,T. O FABRICANTES,BOTANICA,T. O MARCAS,BOTANICA,BOTANICA VELA,VANILLA,,,,,NAO IDENTIFICADO,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000049115637,,,"R$ 12,01 à R$ 17,00",,BETTER,
7506195164105,7,7506195164105,FEBREZE LAVANDA PRIMAVERA SPRAY 277ML 7506195164105,,LAVANDA,SENSORIAL,SPRAY,NORMAL,P&G,T. O FABRICANTES,FEBREZE,T. O MARCAS,FEBREZE,FEBREZE SPRAY,,,ML,277.0,277ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048347975,,,,,,
7890405015043,7,7890405015043,CASA NOVA LAVANDA 120ML 7890405015043,,LAVANDA,SENSORIAL,DIFUSOR,NORMAL,AROMAS E SACHE,T. O FABRICANTES,CASA NOVA,T. O MARCAS,CASA NOVA,CASA NOVA DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000058273362,,,,,,
7890405020436,7,7890405020436,AROMAS E CIA PALMAROSA 120ML 7890405020436,,PALMAROSA,SENSORIAL,DIFUSOR,NORMAL,AROMAS E SACHE,T. O FABRICANTES,AROMAS E CIA,T. O MARCAS,AROMAS E CIA,AROMAS E CIA DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000069769168,,,,,,
7890405022447,7,7890405022447,AROMAS E CIA PANTANAL VERDE 120ML 7890405022447,,PANTANAL VERDE,SENSORIAL,DIFUSOR,NORMAL,AROMAS E SACHE,T. O FABRICANTES,AROMAS E CIA,T. O MARCAS,AROMAS E CIA,AROMAS E CIA DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000069769314,,,,,,
7890405022454,7,7890405022454,AROMAS E CIA SERTAO AMARELO 120ML 7890405022454,,SERTAO AMARELO,SENSORIAL,DIFUSOR,NORMAL,AROMAS E SACHE,T. O FABRICANTES,AROMAS E CIA,T. O MARCAS,AROMAS E CIA,AROMAS E CIA DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000069769357,,,,,,
7890405022461,7,7890405022461,AROMAS E CIA CERRADO 120ML 7890405022461,,CERRADO,SENSORIAL,DIFUSOR,NORMAL,AROMAS E SACHE,T. O FABRICANTES,AROMAS E CIA,T. O MARCAS,AROMAS E CIA,AROMAS E CIA DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000069769408,,,,,,
7890405022478,7,7890405022478,AROMAS E CIA SAVANA 120ML 7890405022478,,SAVANA,SENSORIAL,DIFUSOR,NORMAL,AROMAS E SACHE,T. O FABRICANTES,AROMAS E CIA,T. O MARCAS,AROMAS E CIA,AROMAS E CIA DIFUSOR,,,ML,120.0,120ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000069769478,,,,,,
7891022849653,7,7891022849653,NO AR ESTILOS RETRO AERO 360 ML 7891022849653,,LAVANDA,FUNCIONAL,AEROSOL,NORMAL,BOMBRIL,T. O FABRICANTES,NO AR,T. O MARCAS,NO AR,NO AR AEROSOL,,,ML,360.0,360ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048527479,,,"R$ 7,01 à R$ 12,00",,BETTER,
7891022849660,7,7891022849660,NO AR LEMBRANCAS ALEGRIA DE INFANCIA AERO 360 ML 7891022849660,,JASMIM,FUNCIONAL,AEROSOL,NORMAL,BOMBRIL,T. O FABRICANTES,NO AR,T. O MARCAS,NO AR,NO AR AEROSOL,,,ML,360.0,360ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000049122582,,,"R$ 7,01 à R$ 12,00",,BETTER,
7891022849783,7,7891022849783,MON BIJOU PUREZA SACHET 30 G 7891022849783,,PUREZA,FUNCIONAL,SACHE,NORMAL,BOMBRIL,T. O FABRICANTES,MON BIJOU,T. O MARCAS,MON BIJOU,MON BIJOU SACHE,PUREZA,,G,30.0,30G,ATE 120G,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002014722000000000000048194023,,,"Acima R$ 22,01",,BEST,
7891022851588,7,7891022851588,MON BIJOU HARMONIA SACHET 30 G 7891022851588,,HARMONIA,FUNCIONAL,SACHE,NORMAL,BOMBRIL,T. O FABRICANTES,MON BIJOU,T. O MARCAS,MON BIJOU,MON BIJOU SACHE,,,G,10.0,10G,ATE 120G,,3.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048354767,,,"Acima R$ 22,01",,BEST,
7891022852516,7,7891022852516,NO AR ESTILOS LUXO AERO 360 ML 7891022852516,,JASMIM,FUNCIONAL,AEROSOL,NORMAL,BOMBRIL,T. O FABRICANTES,NO AR,T. O MARCAS,NO AR,NO AR AEROSOL,,,ML,360.0,360ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048633993,,,"R$ 7,01 à R$ 12,00",,BETTER,
7891022852523,7,7891022852523,NO AR ESTILOS ORIENTAL AERO 360ML 7891022852523,,ORIENTAL,FUNCIONAL,AEROSOL,NORMAL,BOMBRIL,T. O FABRICANTES,NO AR,T. O MARCAS,NO AR,NO AR AEROSOL,,,ML,360.0,360ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000049112649,,,"R$ 7,01 à R$ 12,00",,BETTER,
7891022852851,7,7891022852851,DESODORIZADOR TECIDOS MON BIJOU PUREZA SACHE C/5 10G,,PUREZA,FUNCIONAL,SACHE,NORMAL,BOMBRIL,T. O FABRICANTES,MON BIJOU,T. O MARCAS,MON BIJOU,MON BIJOU SACHE,SEM FRAGRANCIA,SACHE,G,66.0,66G,ATE 120G,NORMAL,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000049000674,,,"Acima R$ 22,01",,BEST,
7891022852868,7,7891022852868,MON BIJOU SACHET PERF HARMONIA 50G 00000007891022852868,,HARMONIA,FUNCIONAL,SACHE,NORMAL,BOMBRIL,T. O FABRICANTES,MON BIJOU,T. O MARCAS,MON BIJOU,MON BIJOU SACHE,0,SACHE,G,10.0,10G,ATE 120G,NORMAL,5.0,REGULAR,,,,,"Acima R$ 22,01",,BEST,
7891022853612,7,7891022853612,NO AR (BOMBRIL) ONE TOUCH RETRO LAVANDA AERO REF 12 ML 7891022853612,,LAVANDA,FUNCIONAL,CLICK SPRAY,REFIL,BOMBRIL,T. O FABRICANTES,NO AR,T. O MARCAS,NO AR,NO AR CLICK SPRAY,,,ML,360.0,360ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048171382,,,"R$ 7,01 à R$ 12,00",,BETTER,
7891022853629,7,7891022853629,NO AR (BOMBRIL) ONE TOUCH LUXO JASMIM AERO REF 12 ML 7891022853629,,JASMIM,FUNCIONAL,CLICK SPRAY,REFIL,BOMBRIL,T. O FABRICANTES,NO AR,T. O MARCAS,NO AR,NO AR CLICK SPRAY,,,ML,12.0,12ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048756645,,,"R$ 7,01 à R$ 12,00",,BETTER,
7891022855951,7,7891022855951,NEUTRALIZADOR ODOR MONBIJOU SPRAY 240ML,,NEUTRALIZADOR,FUNCIONAL,AEROSOL,NORMAL,BOMBRIL,T. O FABRICANTES,MON BIJOU,T. O MARCAS,MON BIJOU,MON BIJOU AEROSOL,,,ML,240.0,240ML,DE 120ML A 250ML,,1.0,REGULAR,,,,,"Acima R$ 22,01",,BEST,
7891022859638,7,7891022859638,NO AR LAVANDA AERO 360ML 7891022859638,,LAVANDA,FUNCIONAL,AEROSOL,NORMAL,BOMBRIL,T. O FABRICANTES,NO AR,T. O MARCAS,NO AR,NO AR AEROSOL,,,ML,12.0,12ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048138648,,,"R$ 7,01 à R$ 12,00",,BETTER,
7891022859645,7,7891022859645,NO AR LEMBRANCAS AMOR DE MAE AERO 360ML 7891022859645,,AMOR DE MAE,FUNCIONAL,AEROSOL,NORMAL,BOMBRIL,T. O FABRICANTES,NO AR,T. O MARCAS,NO AR,NO AR AEROSOL,,,ML,360.0,360ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048117452,,,"R$ 7,01 à R$ 12,00",,BETTER,
7891022859652,7,7891022859652,NO AR JARDIM E POMAR AERO 360ML 7891022859652,,JARDIM E POMAR,FUNCIONAL,AEROSOL,NORMAL,BOMBRIL,T. O FABRICANTES,NO AR,T. O MARCAS,NO AR,NO AR AEROSOL,,,ML,360.0,360ML,DE 250ML A 500ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048767634,,,"R$ 7,01 à R$ 12,00",,BETTER,
7891022859713,7,7891022859713,NO AR LAVANDA APAR 12ML 7891022859713,,LAVANDA,FUNCIONAL,CLICK SPRAY,NORMAL,BOMBRIL,T. O FABRICANTES,NO AR,T. O MARCAS,NO AR,NO AR CLICK SPRAY,,,ML,12.0,12ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048753323,,,"R$ 7,01 à R$ 12,00",,BETTER,
7891022859737,7,7891022859737,NO AR LEMBRANCAS AMOR DE MAE APAR 12ML 7891022859737,,AMOR DE MAE,FUNCIONAL,CLICK SPRAY,NORMAL,BOMBRIL,T. O FABRICANTES,NO AR,T. O MARCAS,NO AR,NO AR CLICK SPRAY,,,ML,12.0,12ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048156875,,,"R$ 7,01 à R$ 12,00",,BETTER,
7891022859744,7,7891022859744,NO AR JARDIM E POMAR REF 12ML 7891022859744,,JARDIM E POMAR,FUNCIONAL,CLICK SPRAY,REFIL,BOMBRIL,T. O FABRICANTES,NO AR,T. O MARCAS,NO AR,NO AR CLICK SPRAY,,,ML,12.0,12ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048459983,,,"R$ 7,01 à R$ 12,00",,BETTER,
7891022859768,7,7891022859768,NO AR JASMIM DA INDIA REF 12ML 7891022859768,,JASMIM DA INDIA,FUNCIONAL,CLICK SPRAY,REFIL,BOMBRIL,T. O FABRICANTES,NO AR,T. O MARCAS,NO AR,NO AR CLICK SPRAY,,,ML,12.0,12ML,ATE 120ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048146736,,,"R$ 7,01 à R$ 12,00",,BETTER,
7891035000102,7,7891035000102,CJ.2 PURIF.BOM AR FRESH 250ML RF 50% 2ªU,,FLOR DE ALGODÃO,SENSORIAL,AUTOMATICO,REFIL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR AUTOMATICO,FRESH,REFIL,ML,175.0,175ML,DE 120ML A 250ML,DESC 50%,2.0,PROMOCIONAL,,,MSL,REGULAR,"Acima R$ 22,01",,BEST,
7891035001093,7,7891035001093,PURIF.BOM AR FRESH TALCO 250ML REFIL,,TALCO,SENSORIAL,AUTOMATICO,REFIL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR AUTOMATICO,TALCO,REFIL,ML,250.0,250ML,DE 120ML A 250ML,NORMAL,1.0,REGULAR,,,REGULAR,REGULAR,"Acima R$ 22,01",,BEST,
7891035001444,7,7891035001444,PURIFICADOR BOM AR ELET.L.ALG.AP.GTS REFIL 16M,,LIRIO BRANCO,SENSORIAL,ELETRICO LIQUIDO,NORMAL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR ELETRICO LIQUIDO,0,APARELHO,ML,16.0,16ML,ATE 120ML,GRATIS REFIL,1.0,PROMOCIONAL,,,REGULAR,REGULAR,"Acima R$ 22,01",,BEST,
7891035002397,7,7891035002397,Difusor Elétrico-Bom Ar Refil Frescor da Mata,,FRESCOR DA MATA,SENSORIAL,DIFUSOR,NORMAL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR DIFUSOR,FRESCOR DA MATA,DIFUSOR,ML,16.0,16ML,ATE 120ML,NORMAL,1.0,REGULAR,,,REGULAR,INOVACAO,"Acima R$ 22,01",,BEST,INOVACAO
7891035002489,7,7891035002489,CJ.2 PURIF.BOM AR ELET.LAV.16ML REFIL,,LAVANDA,SENSORIAL,ELETRICO LIQUIDO,NORMAL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR ELETRICO LIQUIDO,0,APARELHO,ML,16.0,16ML,ATE 120ML,NORMAL,2.0,REGULAR,,,REGULAR,REGULAR,"Acima R$ 22,01",,BEST,
7891035015083,7,7891035015083,OE BOM AR AQUA MIST LAVANDA&BRISA DA MONTANHA 345MLGT 30%OFF 7891035015083,,LAVANDA,SENSORIAL,DIFUSOR,NORMAL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR DIFUSOR,,,ML,345.0,345ML,DE 250ML A 500ML,,1.0,PROMOCIONAL,PRODUTO NIELSEN,P000000000002015449000000000000048274105,REGULAR,REGULAR,"Acima R$ 22,01",,BEST,
7891035015168,7,7891035015168,BOM AR PERFECT SPRAY LAVANDA SUAVE E CAMOMILA AERO 232ML 7891035015168,,LAVANDA E CAMOMILA,FUNCIONAL,AEROSOL,NORMAL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR AEROSOL,,,ML,232.0,232ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000049114407,REGULAR,REGULAR,"Acima R$ 22,01",,BEST,
7891035015182,7,7891035015182,BOM AR PERFECT SPRAY LIRIO SELVAGEM E JASMIN AERO 232ML 7891035015182,,LIRIO SELVAGEM E JAS,FUNCIONAL,AEROSOL,NORMAL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR AEROSOL,,,ML,232.0,232ML,DE 120ML A 250ML,,1.0,REGULAR,PRODUTO NIELSEN,P000000000002015449000000000000048359066,REGULAR,REGULAR,"Acima R$ 22,01",,BEST,
7891035025273,7,7891035025273,PURIF.AERO BOM AR FRESMATIC RF C/2 50% DESC,,LAVANDA,FUNCIONAL,AEROSOL,REFIL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR AEROSOL,0,REFIL,ML,250.0,250ML,DE 120ML A 250ML,DESC 50%,2.0,PROMOCIONAL,,,MSL,REGULAR,"Acima R$ 22,01",,BEST,
7891035025280,7,7891035025280,DESODOR.BOM AR 12ML CLICK RF.50% DESC.NA 2ªUN LAV.,,LAVANDA,FUNCIONAL,CLICK SPRAY,REFIL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR CLICK SPRAY,0,REFIL,ML,12.0,12ML,ATE 120ML,DESC 50% NO 2º PROD,2.0,PROMOCIONAL,,,MSL,REGULAR,"Acima R$ 22,01",,BEST,
7891035025297,7,7891035025297,OE BOM AR A.WICK CLICK SPR TALCO AERO RF 12ML 2C/20%GTS NO 2 7891035025297,,LAVANDA,FUNCIONAL,CLICK SPRAY,REFIL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR CLICK SPRAY,,,ML,12.0,12ML,ATE 120ML,,2.0,PROMOCIONAL,PRODUTO NIELSEN,P000000000002015449000000000000048357839,REGULAR,REGULAR,"Acima R$ 22,01",,BEST,
7891035325595,7,7891035325595,PURIF.BOM AR AERO LAV.360ML E.ECON.,,LAVANDA,FUNCIONAL,AEROSOL,NORMAL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR AEROSOL,LAVANDA,AEROSOL,ML,360.0,360ML,DE 250ML A 500ML,NORMAL,1.0,PROMOCIONAL,,,MSL,REGULAR,"Acima R$ 22,01",,BEST,
7891035325601,7,7891035325601,PURIF.BOM AR AERO LIFE LAV.360ML E.ECON.,,LAVANDA E FRUTAS VER,FUNCIONAL,AEROSOL,NORMAL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR AEROSOL,LIFE,AEROSOL,ML,360.0,360ML,DE 250ML A 500ML,NORMAL,1.0,PROMOCIONAL,,,REGULAR,REGULAR,"Acima R$ 22,01",,BEST,
7891035325618,7,7891035325618,PURIF.BOM AR AERO JASMIM 360ML E.ECON.,,JASMIN,FUNCIONAL,AEROSOL,NORMAL,RECKITT,T. RECKITT,BOM AR,T. RECKITT,BOM AR,BOM AR AEROSOL,JASMIM,AEROSOL,ML,360.0,360ML,DE 250ML A 500ML,NORMAL,1.0,PROMOCIONAL,,,MSL,REGULAR,"Acima R$ 22,01",,BEST,
